id,text,rater_id,annotator_label,bayesian_single_label,bayesian_reliability,bayesian_vectors,original_distribution,crowdtruth_vectors,crowdtruth_reliability,crowdtruth_single_label,majority_vote
88,Better get 2 abortions for your spawn cause you're a dickun,"[1031, 3537]","[1.0, 1.0]",1,"[0.8136350435435699, 0.830040425378645]","[0.3347194349763091, 0.14041904741197914, 0.5248615176117117]","[0.10650698, 0.10650698, 0.78698604]","[1.0, 0.0, 0.0]","[0.5711754921804406, 0.6337697521547345]",0,1
89,South Floridian here.. Can confirm. I am sick of them still holding a grudge against JFK... For a country they wanted to leave (Cuba)... And were accepted into a country (USA) with open arms. Would be better if they didnt vote at all... Given they are voting to prevent other immigrants from getting the life saving asylum they live every day. Fucking idiots,"[6268, 2140, 1441]","[0.0, 0.0, 0.5]",0,"[0.819979761657746, 0.7951697615409347, 0.8250943048534582]","[0.5159665343020514, 0.23628162277231352, 0.24775184292563504]","[0.909443, 0.0452785, 0.0452785]","[0.43666985124510815, 0.5633301487548917, 0.0]","[0.486510025130473, 0.2061692855068328, 0.5879130469204994]",0.5,0
91,People like you have issues  Trying to dehumanize other people who provide you services because you are too mentally ill to speak to people,"[5486, 4335, 6520, 10588]","[0.5, 0.0, 0.0, 1.0]",0,"[0.8784934773214469, 0.7897192256482086, 0.8214662590197517, 0.7971579228744031]","[0.4627764293027466, 0.21858666740386884, 0.3186369032933846]","[0.84379473, 0.04201007, 0.1141952, ]","[0.0, 0.0, 1.0]","[0.6821387365122047, 0.5325828833076842, 0.3126410204850514, 0.6249539305588524]",1,0
95,Racism isn't allowed. Nazis are racist therefore they aren't allowed. Germans are Nazis therefore Germans aren't allowed either. Racism status: prevented,[7483],[0.0],0,[0.8613335888382629],"[0.5263479447470504, 0.15916148885245326, 0.3144905664004963]","[0.57611688, 0.21194156, 0.21194156]","[0.0, 0.31587496469731285, 0.6841250353026872]",[0.678377909135153],1,0
96,"Unless you're black, ur lucky your in the safety of the internet. Where assholes can be assholes without consequences.","[8787, 3341]","[1.0, 0.5]",1,"[0.7857616426506264, 0.7922989578542341]","[0.3380581958994019, 0.262265376269446, 0.399676427831152]","[0.4223188, 0.1553624, 0.4223188]","[0.6995347212770254, 0.3004652787229746, 0.0]","[0.5029374036911746, 0.3690644522596679]",0,0
97,"Not tall**er** or strong**er** specifically but I do find tall, strong bodied women particularly sexy.","[6225, 1663]","[0.0, 0.5]",0,"[0.7874470744884653, 0.7690380022878476]","[0.45927266490365076, 0.25958063856145397, 0.28114669653489516]","[0.78698604, 0.10650698, 0.10650698]","[0.5782599878604212, 0.42174001213957885, 0.0]","[0.5932519772794143, 0.5226377858000463]",0,0
99,Eat cock and die,[10913],[0.5],0,[0.7980956452613562],"[0.3835340834608413, 0.2985453038078886, 0.3179206127312701]","[0.57611688, 0.21194156, 0.21194156]","[0.5249127242821781, 0.0, 0.4750872757178219]",[0.5943838625904618],0,0
100,"Right and how do you know that she didn't use contraception every time, were u in the room? No form of contraception is 100% accurate I don't think I have to tell you that it's common sense, she may be a loser but at least she isn't a loser with kids ahahahah. Think most of us have had sex 4 or more times in our live I guess we are all sluts then :((",[8851],[0.0],0,[0.8013449928228122],"[0.5214501629689267, 0.16080729241486852, 0.3177425446162049]","[0.57611688, 0.21194156, 0.21194156]","[0.20476861492074008, 0.0, 0.7952313850792601]",[0.5951725428842879],1,0
101,Give them back their land. Death to America.,"[4376, 5622]","[1.0, 0.5]",1,"[0.8164521298960731, 0.8345975108088021]","[0.3343483238365871, 0.265746940250152, 0.39990473591326103]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 1.0, 0.0]","[0.5932174622719032, 0.5790179005851773]",0.5,0
102,me and the boys firebombing Dresden in The Big Nigger,"[4636, 5313]","[1.0, 0.5]",1,"[0.8718244920531274, 0.776711323095052]","[0.334474741650173, 0.2571408128478797, 0.40838444550194736]","[0.4223188, 0.1553624, 0.4223188]","[1.0, 0.0, 0.0]","[0.5742643731638037, 0.6122028058295547]",0,0
103,"I do lean towards asian and cuacasian, and away from Indian and latino, but if they're attractive to me and so is their heart and mind, then I'm all go.","[9281, 875, 6935, 2839]","[0.0, 0.0, 0.0, 0.0]",0,"[0.8210618584592293, 0.8328452921613118, 0.7745136355934408, 0.819929046046766]","[0.6634196224294396, 0.11310123838487798, 0.22347913918568232]","[0.96466316, 0.01766842, 0.01766842]","[1.0, 0.0, 0.0]","[0.5301277416765179, 0.6007983840386922, 0.1525254349127006, 0.6310754766395232]",0,0
105,"I'll take the girl in the middle, I want to see that dark lipstick streaking down my cock.","[7532, 10208]","[0.0, 1.0]",0,"[0.7873979219160192, 0.7801099046285912]","[0.45849434832328256, 0.14204757806146703, 0.3994580736152505]","[0.4223188, 0.1553624, 0.4223188]","[0.23842209645064769, 0.0, 0.7615779035493524]","[0.3733478879558687, 0.5327795813068354]",1,0
106,How about Trans Uneducated Reactionary Dipshit,[1426],[1.0],1,[0.804397364119713],"[0.38311768812900066, 0.1607227283278655, 0.4561595835431339]","[0.21194156, 0.21194156, 0.57611688]","[1.0, 0.0, 0.0]",[0.4279709340375105],0,1
107,"Right.  Against Iran, major military power in middle east with half a million soldiers in the Army and IRGC, a few million soldiers ready to serve and 30+ million with military training, US will run out of soldiers real quick.",[5875],[1.0],1,[0.8276226488197966],"[0.38159081895495833, 0.16008218734775506, 0.4583269936972867]","[0.21194156, 0.21194156, 0.57611688]","[1.0, 0.0, 0.0]",[0.6081576552996157],0,1
108,"I am secretly hoping he is simply saying that to deter them from coming, he keeps suspending the Haiti deportations but look what happened when he threatened to do it the first time, we got flooded with those lazy fucks.","[9914, 8396]","[1.0, 0.5]",1,"[0.8930518743501323, 0.841230930232221]","[0.33021590622990227, 0.2634474319500516, 0.40633666182004613]","[0.4223188, 0.1553624, 0.4223188]","[0.46400147871608777, 0.0, 0.5359985212839122]","[0.6060502657084488, 0.6832509055922683]",1,0
109,Probably not having a Religious Unity buffer and taking non-Orthodox land.,"[2913, 677]","[0.0, 0.0]",0,"[0.8368100781876716, 0.7777333447222876]","[0.5802835474235902, 0.14103748679451222, 0.2786789657818974]","[0.78698604, 0.10650698, 0.10650698]","[0.1351501141203612, 0.28110705328028857, 0.5837428325993502]","[0.660884488599429, 0.3069848967969387]",1,0
110,"They should do a ""dramatization"" of the Tuskegee airmen where the airmen are all white. I'm sure you'd be chastising anyone who had a problem with the recoloring, right?","[9490, 878]","[0.0, 0.0]",0,"[0.7666585180372197, 0.7534187613095245]","[0.5742024853492924, 0.14308090850632674, 0.28271660614438077]","[0.78698604, 0.10650698, 0.10650698]","[0.0, 0.0, 1.0]","[0.5086000044844863, 0.4130582899517532]",1,0
111,I said whoever threw that paper your moms a hoe,"[3613, 1963]","[0.0, 0.0]",0,"[0.7828390901815426, 0.8278810788935342]","[0.5800408079798027, 0.14111905462652724, 0.2788401373936699]","[0.78698604, 0.10650698, 0.10650698]","[0.2685549109379572, 0.4695782591091483, 0.2618668299528946]","[0.5416187408274805, 0.6538440485374675]",0.5,0
112,"""Suicide among young women is increasingly severely"" ""... but it is not as bad as men's suicide rate though, so why should I care""","[5306, 6829, 3635]","[1.0, 1.0, 1.0]",1,"[0.7738774285102686, 0.8308856286187968, 0.8200146256671881]","[0.29950624707272233, 0.12564666856247894, 0.5748470843647987]","[0.0452785, 0.0452785, 0.909443, ]","[0.0, 0.686332071592491, 0.313667928407509]","[0.5431564315984626, 0.5099676248418498, 0.5986039080218857]",0.5,1
113,"Keep fucking with our guns, we'll keep fucking with you whores wanting to murder babies.","[5202, 1208, 10887, 7434]","[1.0, 1.0, 1.0, 1.0]",1,"[0.7319634135971486, 0.7598897388669407, 0.8432678936188427, 0.8473274343856462]","[0.2717728445747895, 0.11401215453873138, 0.6142150008864791]","[0.01766842, 0.01766842, 0.96466316]","[0.0, 0.0, 1.0]","[0.3188028598941862, 0.4994827732471616, 0.6091928433410249, 0.4985460190288612]",1,1
117,"Send all the liberals, deportees, and homeless to California. Wall it off, and let them have their little Utopia.","[3431, 9620]","[1.0, 1.0]",1,"[0.8096432914204774, 0.8488438226109374]","[0.33397485960999607, 0.14010668860415698, 0.525918451785847]","[0.10650698, 0.10650698, 0.78698604]","[0.6196937010023921, 0.0, 0.3803062989976079]","[0.5262417775638571, 0.4831919262867527]",0,1
119,"You know how women put so much effort into looking and smelling pretty, acting like they are the epitome of clean? Yeah, due to the effort they put out to maintain that facade they have no leftover energy for shitting like a normal person, cleaning off their sink top, or cleaning the garbage out of their cars.","[8589, 4584, 9748, 6904]","[1.0, 1.0, 1.0, 0.5]",1,"[0.8410999741430955, 0.7993411215610325, 0.7790377735583237, 0.813983935880369]","[0.27008894699015223, 0.21216862915195475, 0.5177424238578929]","[0.1141952, 0.04201007, 0.84379473]","[0.0, 0.0, 1.0]","[0.6026885082204595, 0.4859351134243838, 0.6243701517333898, 0.639107041183336]",1,1
121,Men built this country while girls sat on there ass and and made babies now it's time for us Deep South motherfuckers to take over also kill anyone who gives or gets an abortion,"[7309, 4801]","[1.0, 0.0]",0,"[0.858850357874725, 0.8080712127612448]","[0.4547583888249704, 0.13992943681372877, 0.40531217436130096]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 0.7704955146442704, 0.22950448535572965]","[0.6981607326762425, 0.553823753546876]",0.5,0
122,I just bodied your fat mother. Cum all over that bitches face.,[444],[0.5],0,[0.8105884333454084],"[0.3827094836664055, 0.3000534341755123, 0.31723708215808216]","[0.57611688, 0.21194156, 0.21194156]","[0.2152622384911135, 0.0, 0.7847377615088864]",[0.5170354335716266],1,0
125,Proof positive that women are worse than men: they suck at rapping. /s,"[2522, 9780, 7, 2542]","[0.0, 1.0, 1.0, 0.0]",0,"[0.7907275301549062, 0.7758776600148783, 0.7950923372185252, 0.7866300303632906]","[0.4664914159011381, 0.11448957765239982, 0.4190190064464621]","[0.46831053, 0.06337894, 0.46831053]","[0.22733811566168993, 0.0, 0.7726618843383101]","[0.5519656210444559, 0.5479520146552059, 0.4558819651935608, 0.4068041538318894]",1,0
127,This stupid law is going to create so many miserable lives for the kids who's moms never wanted them.,"[5097, 3467]","[0.0, 1.0]",0,"[0.8083472067182196, 0.7943061442868521]","[0.4592266691360184, 0.14129146739445034, 0.39948186346953135]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 0.10814735316443928, 0.8918526468355608]","[0.5682396300412553, 0.4341103578666401]",1,0
128,This is bs. The fkn thing is being reopened to house illegals.,"[6369, 5188, 431, 3817]","[0.0, 0.5, 0.5, 0.5]",0.5,"[0.7695610442248995, 0.8357622296160588, 0.7633576363618062, 0.7235129574076196]","[0.3699031921775294, 0.4023051668443567, 0.22779164097811386]","[0.96466316, 0.01766842, 0.01766842]","[0.24225998311715183, 0.0, 0.7577400168828482]","[0.5154460757392401, 0.6020553744219715, 0.1589843942067564, 0.5498305501194317]",1,0
129,What wouldn't you use a small minority? Less than .02% of people will murder anyone. So I suppose we shouldn't have laws making murder illegal?,[9141],[0.0],0,[0.833770503602606],"[0.5241100589812461, 0.15991348649801806, 0.3159764545207359]","[0.57611688, 0.21194156, 0.21194156]","[1.0, 0.0, 0.0]",[0.5682641399662389],0,0
130,what is this faggot shit,"[6101, 9709]","[0.5, 0.0]",0,"[0.8421519373655107, 0.7968331250889603]","[0.4549792469477008, 0.2673677529513307, 0.2776530001009684]","[0.78698604, 0.10650698, 0.10650698]","[0.0, 0.3341663848467908, 0.6658336151532092]","[0.6564954965200396, 0.4858082382581029]",1,0
131,I bet after the rednecks fuck on your sofa you don't even wash it when they bring it back to you. You just rest your head on it watching fucking Netflix and go to sleep right on the ketchup and jizz stains. You make me fucking sick.,"[9590, 8990]","[0.0, 1.0]",0,"[0.790152525651374, 0.7840458487707942]","[0.45844674181129935, 0.14190301653962295, 0.39965024164907775]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 0.0, 1.0]","[0.5515034797766128, 0.4428432800140193]",1,0
132,"As someone from the US, fuck our craven sack of shit politicians and our rape-enabling state governments. We have no fucking right to act like we're superior to anyone when we've completely regressed to the same type of pre-1970s policies that led to the deaths of thousands of women. Anyone who believes the US is superior to the rest of the word exhibits a level of cognitive dissonance that will only hurt them in the long run.","[6242, 5316, 4277]","[1.0, 0.0, 0.5]",0,"[0.8014977669702077, 0.7815035745461727, 0.808630189915354]","[0.40657747357810614, 0.2356081689367458, 0.35781435748514806]","[0.66524096, 0.09003057, 0.24472847]","[0.07752044404102872, 0.0, 0.9224795559589714]","[0.5808703738764182, 0.5153676717446402, 0.5676969518824599]",1,0
133,Unload the clip in that clown ass nigga,"[5900, 4893]","[0.0, 1.0]",0,"[0.7863454654928981, 0.8256338853289357]","[0.45525138614390354, 0.1410921799906161, 0.4036564338654803]","[0.4223188, 0.1553624, 0.4223188]","[0.0, 0.5588888115970216, 0.44111118840297836]","[0.4785176215767553, 0.7208331667138778]",0.5,0
135,These fucking whores let men bust in them knowing full well they're gonna do the abortion routine. May God have mercy on them,"[8238, 8188]","[1.0, 0.5]",1,"[0.777689236993338, 0.7991637428042225]","[0.3381202690640134, 0.2633573121955248, 0.39852241874046174]","[0.4223188, 0.1553624, 0.4223188]","[0.29827796497454395, 0.0, 0.701722035025456]","[0.3983631080610837, 0.630605046415526]",1,0
136,Suck a dick fag,"[6314, 10621, 698, 811]","[1.0, 1.0, 0.5, 0.0]",1,"[0.8449557055310893, 0.7966831294527421, 0.7683798966848805, 0.7801340485983328]","[0.3667698794287935, 0.20772243485423728, 0.4255076857169691]","[0.46831053, 0.06337894, 0.46831053]","[0.6857494922065771, 0.31425050779342306, 0.0]","[0.5369013357293889, 0.5408454157266742, 0.6651828590228461, 0.1041078781875935]",0,0
137,So much pent up rage and guilt.  My recommendation is you jack off and murder several thousand sperm and then hide their corpses in a crusty sock under your bed.  It's the only way to hide your true identity as an incel.,[10668],[0.0],0,[0.8409590215890017],"[0.5246957407824562, 0.15971667960899358, 0.31558757960855033]","[0.57611688, 0.21194156, 0.21194156]","[0.25055576114071776, 0.7494442388592824, 0.0]",[0.6022186232483138],0.5,0
138,Sure it is legbeard. Just kill the baby before it has a heartbeat and everything is cool. Or are thots too stupid to take a morning after pill to you?,"[531, 6238, 9510]","[0.5, 1.0, 1.0]",1,"[0.8274873488431379, 0.8138896304061565, 0.7787316632643773]","[0.2996947088324943, 0.2372453038513965, 0.4630599873161092]","[0.24472847, 0.09003057, 0.66524096]","[0.2169513702397923, 0.7830486297602078, 0.0]","[0.7107136198445424, 0.575877457753091, 0.295980134390493]",0.5,1
140,"true, she probably will get a slap on the hand and a head nod from the simped judge and grants her the pussy pass so she can go and whine about the male privilege.","[4103, 1601, 7275]","[1.0, 1.0, 0.0]",1,"[0.7484133112675085, 0.7824372192493022, 0.7241995692291411]","[0.40633308217347514, 0.1285860976608636, 0.46508082016566127]","[0.24472847, 0.09003057, 0.66524096]","[1.0, 0.0, 0.0]","[0.5061976945601669, 0.5328135524459308, 0.5173360816747511]",0,1
141,"The only ""ho"" here is you. You are a disgusting piece of shit and you WILL die cold and alone",[6612],[1.0],1,[0.8064535918454292],"[0.3829820154330801, 0.16066581191151721, 0.4563521726554027]","[0.21194156, 0.21194156, 0.57611688]","[1.0, 0.0, 0.0]",[0.5817994624419456],0,1
142,"I don't know who you're quoting there but until there is proof of trans individuals attacking others in bathrooms in the US it's an illegitimate argument. Then, I would argue that it would need to happen with the same frequency as 12-year-olds being raped (again, not looking that up today) to be as equal as an argument in terms of legal decisions.","[3430, 3677, 3352]","[0.5, 0.5, 0.5]",0.5,"[0.8476036793308747, 0.808801694261745, 0.7713937915700905]","[0.29938441383193976, 0.4524486555297814, 0.24816693063827874]","[0.909443, 0.0452785, 0.0452785]","[0.6579433516475084, 0.34205664835249167, 0.0]","[0.687610231680837, 0.5078861943707252, 0.5961473586047903]",0,0
143,"Australia is #1 in the world in skin cancer rates. Israel is #2. What do both of them have in common? Oh that's right they're European colonies.  Israel was created in 1948. The first prime minister of Israel to have been born on that land was in 1994. Nearly 50 years later. It's a god damn foreign colony. Israelis can mirror the culture of the Levant all they want. Eat all the falafel, hummus, and shawarma. You can fool the Western numbnuts who think you're one of the gang, but you're not going to fool Arabs. You look like clowns to people around you for stealing their culture.","[160, 10783, 10756]","[0.5, 1.0, 0.0]",0,"[0.7460135281202895, 0.782051799754166, 0.7184581367093817]","[0.40601889308888905, 0.23168518214093708, 0.3622959247701738]","[0.66524096, 0.09003057, 0.24472847]","[0.0, 0.0, 1.0]","[0.2775393057996667, 0.2525190071126287, 0.1127016841307819]",1,0
144,"I am a black guy, but girl, you are pretty.","[6499, 6444, 1165]","[1.0, 0.0, 0.0]",0,"[0.807898014147937, 0.8022676320840503, 0.8130331174384805]","[0.5171716629001968, 0.1256733936892606, 0.35715494341054266]","[0.66524096, 0.09003057, 0.24472847]","[0.13886410479468872, 0.27492634000866467, 0.5862095551966465]","[0.4540220456293117, 0.5103365204964673, 0.536326162432837]",1,0
145,"She looks like that ""i'm too good for you"" personality, piece of shit type of girl, that just ends up getting drunk and sucking every cock she could find.","[10630, 5610, 9500]","[0.5, 0.5, 0.5]",0.5,"[0.8068755185996653, 0.8277410712779335, 0.8410955259303684]","[0.2974656146029597, 0.45595799352152544, 0.2465763918755148]","[0.909443, 0.0452785, 0.0452785]","[1.0, 0.0, 0.0]","[0.6682755050135069, 0.6168275666774556, 0.6355187581289365]",0,0
147,"I'm currently working on a series where book twos hero/male love interest is a black man. He's also a single dad (and the female love interest is a single white mom). They are best friends and he has loved her for agessss. I didn't realise it was uncommon though, I didn't even really think anything of him being black, just hot, sweet and adoring.","[2460, 11040, 1162]","[0.0, 0.0, 0.0]",0,"[0.7978146915322132, 0.8410348345382814, 0.8051112728932545]","[0.6270489896638276, 0.12532287660491942, 0.24762813373125286]","[0.909443, 0.0452785, 0.0452785]","[0.8013895591490339, 0.19861044085096607, 0.0]","[0.5471529562510355, 0.7525848274729044, 0.558479969325485]",0,0
148,Change the laws now. secure the border or choke on your beloved illegal invaders,"[4345, 2205]","[1.0, 0.5]",1,"[0.7648840209437362, 0.7720657489723898]","[0.34018424148792903, 0.26081955493665315, 0.3989962035754179]","[0.4223188, 0.1553624, 0.4223188]","[0.31960185426494675, 0.0, 0.6803981457350533]","[0.5333653722856333, 0.6050287688995633]",1,0
149,I wish the earth was gay. At least we could kill ourselves in style.,"[9682, 7915]","[0.0, 0.0]",0,"[0.7931702978847057, 0.805364437881176]","[0.5792652744815538, 0.14137965745695374, 0.2793550680614923]","[0.78698604, 0.10650698, 0.10650698]","[0.5294677089214607, 0.0, 0.47053229107853944]","[0.5203160320223125, 0.5889333775980236]",0,0
150,I love curvy Asian! ;D,"[1098, 9159]","[0.0, 0.5]",0,"[0.816388572179887, 0.7818435803549552]","[0.4607530928016166, 0.25987902840863125, 0.27936787878975217]","[0.78698604, 0.10650698, 0.10650698]","[0.13411812457635833, 0.2874167154562945, 0.5784651599673473]","[0.5159103557556427, 0.5827096008275502]",1,0
151,Which is the restroom for women with penises?,"[1463, 3783, 9189]","[1.0, 1.0, 1.0]",1,"[0.7831145773155413, 0.7702398553661586, 0.8476892015342994]","[0.3004667191587468, 0.1260495987819175, 0.5734836820593358]","[0.0452785, 0.0452785, 0.909443, ]","[1.0, 0.0, 0.0]","[0.6126806414263668, 0.5420149966915111, 0.6194388898877312]",0,1
152,I agree with all except the wishing him to be raped. I think just being in a prison which is a melting pot of race and religions will be torturous enough,[3675],[0.0],0,[0.8661843644722507],"[0.5267396098748162, 0.15902987746351185, 0.31423051266167185]","[0.57611688, 0.21194156, 0.21194156]","[0.32303358952209493, 0.6769664104779051, 0.0]",[0.6764935324810416],0.5,0
153,"The fact that the LGBTQ stuff is all you notice, and yet you don't like it, tells us more about you. Why not stop being such a scumbag?","[4854, 7110]","[1.0, 0.0]",0,"[0.7846710658886167, 0.8094199152891121]","[0.4599856482221274, 0.1414749331368449, 0.3985394186410277]","[0.4223188, 0.1553624, 0.4223188]","[1.0, 0.0, 0.0]","[0.5842792439679974, 0.5765474160572219]",0,0
156,Fuck her again!,[9239],[1.0],1,[0.8104342428959718],"[0.3827196395592052, 0.1605557419053462, 0.45672461853544866]","[0.21194156, 0.21194156, 0.57611688]","[0.0, 0.0, 1.0]",[0.514499054364704],1,1
157,Abortion shouldn't be as big a deal as it is. People need to practice safe sex more and stop being morons. (I understand a lot of it is rape victims and the like but just for people who made a mistake should be more careful and the woman is in just as much control over contraception as the man half.),"[1898, 9634]","[0.5, 1.0]",1,"[0.8130401106055264, 0.8140487028545658]","[0.3355571898488789, 0.2634548502986396, 0.40098795985248153]","[0.4223188, 0.1553624, 0.4223188]","[0.37809610379855535, 0.6219038962014447, 0.0]","[0.6137338524551242, 0.4682243697671054]",0.5,0
159,I can't believe we don't teach that Jesus is our mediator. But he is our mediator by extension of the governing body. That makes so sense to me. That was the one that really pushed me over the edge. Because that means my sins can't be forgiven until they all die? Or that my prayers aren't heard ? I truly don't understand how he isn't our mediator,"[6047, 4868, 10844, 9848]","[0.5, 0.0, 0.0, 0.0]",0,"[0.7994666513505279, 0.8040797305616426, 0.8693169986146967, 0.785491067028097]","[0.5670203579981278, 0.20977123747986104, 0.22320840452201124]","[0.96466316, 0.01766842, 0.01766842]","[0.0, 0.0, 1.0]","[0.7337092084028211, 0.5926110318567582, 0.6460180571224362, 0.4848637442616702]",1,0
160,All I fucking said was that there wasn't a war on women and people are already calling me incel and other stupid shit. Lmao yeah what sub am I on twox or some piece of shit sub like that? Bunch of ducking clowns,"[6070, 2071, 7039]","[1.0, 0.5, 0.0]",0,"[0.7340529238409091, 0.7859347815385171, 0.8139606938145421]","[0.41420089528745674, 0.23436671062313655, 0.35143239408940674]","[0.66524096, 0.09003057, 0.24472847]","[1.0, 0.0, 0.0]","[0.5464855166798259, 0.4099936080318079, 0.4169360163434507]",0,0
161,They are..... Freaking sluts and baby murdering slut fuckers,"[4277, 4717]","[0.0, 1.0]",0,"[0.808630189915354, 0.7622002848968273]","[0.46149379453068917, 0.14197574937238916, 0.3965304560969216]","[0.4223188, 0.1553624, 0.4223188]","[0.20958856228775832, 0.0, 0.7904114377122416]","[0.5676969518824599, 0.52467593772312]",1,0
162,"Go back to 4chan, tough guy.","[3402, 8291]","[0.0, 0.0]",0,"[0.8306483019467737, 0.7915782483913497]","[0.5807705037311598, 0.14087385467245278, 0.2783556415963873]","[0.78698604, 0.10650698, 0.10650698]","[0.4063761057966312, 0.0, 0.5936238942033687]","[0.6867205081881218, 0.6085308367736614]",1,0
163,"Nah, the men in charge of the GOP probably love jackin it so it'll only be illegal if you're gay or a minority. Won't be illegal for poor white Christian men because there goes most of their voter base","[3969, 596, 332, 6441]","[0.0, 0.0, 0.0, 0.0]",0,"[0.8161005774125895, 0.8482670267037543, 0.7812063168796027, 0.886292893867056]","[0.6667934374654261, 0.11196753397404499, 0.22123902856052896]","[0.96466316, 0.01766842, 0.01766842]","[0.0, 0.5302096156004014, 0.4697903843995985]","[0.5987186041270429, 0.4413972196315937, 0.1456326818287718, 0.6268802833295521]",0.5,0
167,fuck mohammedans. and fuck their feelings.,"[10234, 5931, 10062, 3132]","[0.0, 1.0, 0.5, 1.0]",1,"[0.801775945757731, 0.7902174558966268, 0.7745331035219705, 0.783660513062151]","[0.3712237815047413, 0.20949601283522362, 0.419280205660035]","[0.46831053, 0.06337894, 0.46831053]","[0.4926229296187961, 0.21243475590483754, 0.2949423144763665]","[0.5841160932205741, 0.4056709252488389, 0.2913619054490923, 0.5328604747741049]",0,0
169,Only came here to downvote homophobic comments,"[8216, 1716]","[0.0, 0.5]",0,"[0.8079349822193427, 0.7979947516088477]","[0.4589365015219524, 0.2620211540255321, 0.27904234445251536]","[0.78698604, 0.10650698, 0.10650698]","[0.23110845683922693, 0.0, 0.7688915431607732]","[0.5883252715331557, 0.6324532864672678]",1,0
170,Have fun giving birth to a baby that someone impregnated you by raping you,[3674],[1.0],1,[0.8342539744990085],"[0.3811570954647318, 0.15990023484373594, 0.45894266969153225]","[0.21194156, 0.21194156, 0.57611688]","[1.0, 0.0, 0.0]",[0.5566003634196145],0,1
171,One of the tiniest pussies I've ever seen. Hopefully there's a big cock to fuck it daily,"[4854, 4519, 7110]","[1.0, 1.0, 1.0]",1,"[0.7846710658886167, 0.9038644515293596, 0.8094199152891121]","[0.2965831577796846, 0.12442039553755713, 0.5789964466827583]","[0.0452785, 0.0452785, 0.909443, ]","[1.0, 0.0, 0.0]","[0.5842792439679974, 0.6468064553109492, 0.5765474160572219]",0,1
173,"I would love to use a double dildo with a bud, just fuck each other's boi pussys all day long","[7472, 10406, 2739]","[0.0, 0.0, 0.0]",0,"[0.8445328632784119, 0.7747088833646011, 0.7504337157839234]","[0.6232896936872524, 0.12658611432981268, 0.25012419198293484]","[0.909443, 0.0452785, 0.0452785]","[0.0, 0.0, 1.0]","[0.6674020669173032, 0.6173048897147971, 0.141621381665415]",1,0
174,Hopefully by the end of her world tour she is found dead in a ditch after being brutally raped by a sand nigger.,"[1489, 5663]","[1.0, 1.0]",1,"[0.8034542093048254, 0.8041046116125399]","[0.3365489978059508, 0.1411865722189472, 0.5222644299751019]","[0.10650698, 0.10650698, 0.78698604]","[0.0, 1.0, 0.0]","[0.5457931000981667, 0.455916282315264]",0.5,1
175,i understand you're an incelibate fag,"[5846, 6171, 10103, 8558]","[1.0, 0.5, 0.0, 0.5]",0,"[0.8253041217262018, 0.8170302756915552, 0.8232003277313458, 0.7992571501325735]","[0.36866840361314124, 0.3084392256880201, 0.3228923706988387]","[0.84379473, 0.04201007, 0.1141952, ]","[1.0, 0.0, 0.0]","[0.5316218444983839, 0.5362569516213455, 0.616993509550457, 0.6364703522945719]",0,0
176,"I feel this so hard. Cis folks seem to have this weird idea that being trans is all suffering and hating ourselves, but things tend to get better for us when we come out, not worse. The isolation and misery is usually related to trying to live the way they expect us to.  My happiness, relationship health, and overall well-being improved drastically when I came out and keeps getting better every day.","[7148, 10664, 2174, 5512]","[0.0, 0.0, 0.0, 0.0]",0,"[0.8812727434310804, 0.7967188649268935, 0.7416279426935242, 0.7933189091555897]","[0.6619684033519, 0.11358889210973928, 0.2244427045383608]","[0.96466316, 0.01766842, 0.01766842]","[0.0, 0.3002956388937665, 0.6997043611062335]","[0.6334955429260207, 0.6263608370844806, 0.1479928697802586, 0.7735233835205508]",1,0
177,"Actually I was literally thinking about how the Spanish Inquisition tortured people and the Catholic church, for example, could be equally savage, but it is a completely irrelevant thought that makes no sense to include in the post just to satiate people like yourself who are constantly shrieking ""WHAT ABOUT WHITE PEOPLE.""",[7648],[0.0],0,[0.8269351234946747],"[0.5235518086202136, 0.16010107558926964, 0.31634711579051683]","[0.57611688, 0.21194156, 0.21194156]","[1.0, 0.0, 0.0]",[0.6113855974622376],0,0
178,I really like McWhorter's perspectives on race in the USA. Came across this vid myself about a month ago and shared it around. I really like Coleman Hughes also-URL Hopefully the views that the these gentleman have will start to catch on.,"[1252, 2706]","[0.0, 0.0]",0,"[0.7721156540603458, 0.7880423336475607]","[0.5768039876359143, 0.1422067246563893, 0.2809892877076963]","[0.78698604, 0.10650698, 0.10650698]","[1.0, 0.0, 0.0]","[0.471502204432363, 0.4177667912835708]",0,0
180,Hell hath no fury like a mob of discontented horny straight men who can easily message you anytime they want.,"[9161, 10398, 1720]","[0.0, 0.5, 1.0]",0,"[0.7872669639406086, 0.839656255263827, 0.8360490099668959]","[0.403463147202218, 0.23751325631303308, 0.3590235964847489]","[0.66524096, 0.09003057, 0.24472847]","[1.0, 0.0, 0.0]","[2.6027346857514075e-25, 0.550991809881591, 0.5029326462495912]",0,0
